City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Uvalde,US,2022-09-10 14:17:59,29.3669,-99.767,77.32,69,100,6.91
296,Asfi,MA,2022-09-10 14:20:24,32.2994,-9.2372,77.47,72,15,19.01
297,Ransang,PH,2022-09-10 14:20:24,8.9603,117.5828,79.95,84,100,3.44
298,Qeshm,IR,2022-09-10 14:20:25,26.9581,56.2719,93.09,67,6,10.38
299,Voloshka,RU,2022-09-10 14:19:17,61.3314,40.0858,48.81,79,99,6.02
300,Coquimbo,CL,2022-09-10 14:18:12,-29.9533,-71.3436,53.33,82,100,2.3
301,Birobidzhan,RU,2022-09-10 14:20:26,48.8,132.95,57.85,88,0,2.93
302,Pitimbu,BR,2022-09-10 14:20:26,-7.4706,-34.8086,84.79,71,51,12.73
303,Sinnamary,GF,2022-09-10 14:20:27,5.3833,-52.95,84.54,67,5,7.61
304,Labrea,BR,2022-09-10 14:20:27,-7.2586,-64.7981,92.46,45,6,4.03
305,Hofn,IS,2022-09-10 14:20:28,64.2539,-15.2082,52.34,97,100,11.21
306,Pandan,PH,2022-09-10 14:20:28,14.0453,124.1694,79.92,85,95,5.77
307,Kambove,CD,2022-09-10 14:20:29,-10.8764,26.5969,85.1,20,92,4.85
308,Fuerte Olimpo,PY,2022-09-10 14:20:29,-21.0415,-57.8738,69.96,52,58,8.19
309,Barmer,IN,2022-09-10 14:20:29,25.75,71.3833,93.72,40,97,5.95
310,Pipri,IN,2022-09-10 14:20:30,19.8,75.5333,79.05,82,100,5.03
311,Morrope,PE,2022-09-10 14:20:31,-6.5417,-80.0111,62.71,71,100,12.15
312,Kavaratti,IN,2022-09-10 14:20:31,10.5669,72.642,80.35,85,93,18.72
313,San Policarpo,PH,2022-09-10 14:20:31,12.1791,125.5072,79.25,84,61,4.38
314,Fukue,JP,2022-09-10 14:20:32,32.6881,128.8419,77.04,86,100,16.24
315,Ballina,AU,2022-09-10 14:20:32,-28.8667,153.5667,60.84,67,0,9.93
316,Levin,NZ,2022-09-10 14:20:33,-40.6333,175.275,49.71,93,100,7.38
317,Kenora,CA,2022-09-10 14:20:33,49.8167,-94.4337,56.37,67,20,2.3
318,Ulladulla,AU,2022-09-10 14:21:34,-35.35,150.4667,56.3,92,91,5.46
319,Porto Novo,BJ,2022-09-10 14:21:35,6.4965,2.6036,84.54,60,63,13.6
320,Hargeysa,SO,2022-09-10 14:21:35,9.56,44.065,81.99,33,100,8.48
321,Lasa,IT,2022-09-10 14:21:36,46.6166,10.7002,67.08,58,91,1.77
322,Vao,NC,2022-09-10 14:21:38,-22.6667,167.4833,72.82,89,11,15.57
323,Bud,US,2022-09-10 14:21:38,39.447,-86.1758,76.82,91,100,5.77
324,Noshiro,JP,2022-09-10 14:21:39,40.2039,140.0242,66.13,77,4,11.81
325,Hirara,JP,2022-09-10 14:21:41,24.8,125.2833,80.74,87,100,21.97
326,Kurilsk,RU,2022-09-10 14:21:42,45.2333,147.8833,55.67,74,0,3.18
327,Mangrol,IN,2022-09-10 14:21:42,21.1167,70.1167,84.27,82,100,7.99
328,Nakamura,JP,2022-09-10 14:21:43,32.9833,132.9333,75.04,94,40,3.2
329,Eidsvag,NO,2022-09-10 14:21:43,62.7767,8.0668,60.85,51,17,5.14
330,Guanay,BO,2022-09-10 14:21:44,-15.4975,-67.8797,77.7,73,96,1.16
331,Kununurra,AU,2022-09-10 14:18:41,-15.7667,128.7333,78.78,61,100,5.75
332,Ayan,RU,2022-09-10 14:21:44,56.45,138.1667,52.11,90,100,6.42
333,Muroto,JP,2022-09-10 14:21:45,33.2833,134.15,79.79,82,28,11.92
334,Bakel,SN,2022-09-10 14:21:47,14.905,-12.4568,86.04,66,100,15.12
335,Kwinana,AU,2022-09-10 14:21:47,-32.25,115.7667,57.18,79,90,8.37
336,Lyaskelya,RU,2022-09-10 14:21:48,61.7667,31.0167,54.34,62,100,6.6
337,Bambous Virieux,MU,2022-09-10 14:21:49,-20.3428,57.7575,73.65,60,75,12.66
338,Asyut,EG,2022-09-10 14:21:50,27.181,31.1837,93.38,17,0,17.78
339,Rio Do Sul,BR,2022-09-10 14:21:50,-27.2142,-49.6431,71.38,65,98,5.99
340,Avanigadda,IN,2022-09-10 14:21:52,16.0215,80.9181,78.1,89,100,5.84
341,Torbay,CA,2022-09-10 14:21:52,47.6666,-52.7314,58.57,88,100,27.0
342,Pangnirtung,CA,2022-09-10 14:21:54,66.1451,-65.7125,41.0,100,100,12.66
343,Evensk,RU,2022-09-10 14:21:55,61.95,159.2333,44.1,80,79,3.78
344,Boa Vista,BR,2022-09-10 14:21:56,2.8197,-60.6733,85.98,63,40,8.05
345,Port Blair,IN,2022-09-10 14:21:58,11.6667,92.75,80.64,83,75,3.44
346,Nanyamba,TZ,2022-09-10 14:21:59,-10.6833,39.8333,80.94,47,60,9.44
347,Buraydah,SA,2022-09-10 14:22:01,26.326,43.975,108.05,9,0,15.43
348,Ucluelet,CA,2022-09-10 14:22:03,48.9329,-125.5528,50.31,56,0,3.62
349,College,US,2022-09-10 14:21:57,64.8569,-147.8028,43.29,93,75,6.91
350,Raton,US,2022-09-10 14:22:04,36.9034,-104.4391,58.05,87,40,3.44
351,Guatire,VE,2022-09-10 14:22:05,10.4762,-66.5427,88.7,55,43,3.74
352,Constantine,DZ,2022-09-10 14:17:09,36.365,6.6147,94.41,29,20,13.8
353,Maragogi,BR,2022-09-10 14:22:05,-9.0122,-35.2225,77.22,81,48,12.71
354,Itanagar,IN,2022-09-10 14:22:06,27.1,93.6167,76.21,85,2,3.27
355,Geraldton,AU,2022-09-10 14:22:07,-28.7667,114.6,54.01,94,0,8.05
356,Natal,BR,2022-09-10 14:22:08,-5.795,-35.2094,86.22,58,75,16.11
357,Necochea,AR,2022-09-10 14:20:21,-38.5473,-58.7368,50.41,58,0,8.86
358,Vernon,CA,2022-09-10 14:22:10,50.2581,-119.2691,51.3,67,0,5.75
359,Vaitape,PF,2022-09-10 14:22:10,-16.5167,-151.75,78.42,72,24,21.3
360,Itarema,BR,2022-09-10 14:22:11,-2.9248,-39.9167,88.27,49,1,14.72
361,Puerto Quijarro,BO,2022-09-10 14:22:11,-17.7833,-57.7667,86.63,30,1,6.96
362,Dicabisagan,PH,2022-09-10 14:22:12,17.0818,122.4157,79.45,85,100,0.72
363,Ust-Kulom,RU,2022-09-10 14:22:12,61.6864,53.6902,44.83,95,100,3.29
364,Santo Augusto,BR,2022-09-10 14:18:51,-27.8508,-53.7772,53.19,56,51,9.84
365,Faya,SA,2022-09-10 14:23:13,18.3851,42.4509,81.12,23,98,10.22
366,Champerico,GT,2022-09-10 14:23:13,14.3,-91.9167,82.94,80,88,6.96
367,Kahului,US,2022-09-10 14:23:14,20.8947,-156.47,78.84,78,0,5.99
368,Manta,EC,2022-09-10 14:21:24,-0.95,-80.7333,69.58,88,100,9.22
369,Port Hardy,CA,2022-09-10 14:23:15,50.6996,-127.4199,50.18,100,100,3.44
370,Wattegama,LK,2022-09-10 14:23:15,6.7989,81.4808,82.02,62,91,8.32
371,Nakhon Thai,TH,2022-09-10 14:23:16,17.1006,100.8374,75.34,98,100,1.88
372,Gigmoto,PH,2022-09-10 14:23:17,13.7796,124.39,80.11,86,99,6.76
373,Moses Lake,US,2022-09-10 14:23:17,47.1301,-119.2781,57.88,54,0,6.91
374,Port Macquarie,AU,2022-09-10 14:19:50,-31.4333,152.9167,49.89,73,5,7.52
375,Bangassou,CF,2022-09-10 14:23:18,4.7413,22.8184,81.93,70,99,2.75
376,Mweka,CD,2022-09-10 14:23:19,-4.85,21.5667,84.63,49,64,3.38
377,Ilebo,CD,2022-09-10 14:23:19,-4.3167,20.5833,86.32,51,61,6.26
378,Zhigansk,RU,2022-09-10 14:23:20,66.7697,123.3711,37.26,97,100,19.13
379,Peace River,CA,2022-09-10 14:23:20,56.2501,-117.286,49.66,81,20,6.91
380,Grafton,US,2022-09-10 14:23:21,42.207,-71.6856,78.75,70,0,4.61
381,Bubaque,GW,2022-09-10 14:23:22,11.2833,-15.8333,80.82,76,80,5.97
382,Chagoda,RU,2022-09-10 14:23:22,59.164,35.3285,58.12,47,31,4.81
383,Sunrise Manor,US,2022-09-10 14:23:23,36.2111,-115.0731,81.91,54,100,11.5
384,Kashi,CN,2022-09-10 14:23:24,39.4547,75.9797,83.41,23,40,4.47
385,Sabang,ID,2022-09-10 14:23:24,5.8933,95.3214,82.31,76,97,16.17
386,Hohhot,CN,2022-09-10 14:23:25,40.8106,111.6522,57.49,77,0,4.47
387,Suhbaatar,MN,2022-09-10 14:23:25,50.2314,106.2078,53.44,66,100,5.06
388,Ribeira Grande,PT,2022-09-10 14:23:26,38.5167,-28.7,77.4,69,75,23.02
389,Palu,ID,2022-09-10 14:23:26,-0.8917,119.8707,76.15,97,100,1.3
390,Pathein,MM,2022-09-10 14:23:27,16.7833,94.7333,77.94,87,97,4.79
391,Nenjiang,CN,2022-09-10 14:23:28,49.1833,125.2167,72.27,43,3,15.48
392,Payson,US,2022-09-10 14:19:40,40.0444,-111.7321,61.41,40,0,5.75
393,Yeppoon,AU,2022-09-10 14:23:28,-23.1333,150.7333,60.58,52,21,5.91
394,Russkaya Polyana,UA,2022-09-10 14:23:29,49.417,31.9201,54.16,75,100,14.14
395,Gao,ML,2022-09-10 14:23:30,16.6362,1.637,94.96,32,51,7.02
396,Ixtapa,MX,2022-09-10 14:23:31,20.7,-105.2,81.23,94,40,3.44
397,Barranca,PE,2022-09-10 14:23:33,-10.75,-77.7667,61.52,77,79,6.67
398,Quanzhou,CN,2022-09-10 14:23:35,24.9139,118.5858,77.05,74,20,9.37
399,Chato,TZ,2022-09-10 14:23:37,-2.6378,31.7669,81.77,44,84,9.17
400,Tadine,NC,2022-09-10 14:23:38,-21.55,167.8833,71.98,90,15,6.8
401,Yellowknife,CA,2022-09-10 14:23:38,62.456,-114.3525,45.12,87,75,16.11
402,Alofi,NU,2022-09-10 14:23:40,-19.0595,-169.9187,67.89,94,75,3.44
403,Graciano Sanchez,MX,2022-09-10 14:23:42,23.9167,-99.2833,77.95,72,31,0.58
404,Shingu,JP,2022-09-10 14:23:44,33.7333,135.9833,77.11,89,77,6.89
405,Gravina In Puglia,IT,2022-09-10 14:23:45,40.8197,16.4228,81.54,51,77,12.35
406,Spring Hill,US,2022-09-10 14:21:15,28.4769,-82.5255,85.23,88,0,5.75
407,Sao Felix Do Xingu,BR,2022-09-10 14:23:46,-6.6447,-51.995,99.09,19,0,4.5
408,Lakeway,US,2022-09-10 14:23:46,30.3638,-97.9796,81.01,80,25,4.61
409,Amapa,BR,2022-09-10 14:23:46,1.0,-52.0,89.6,44,72,5.28
410,Xingyi,CN,2022-09-10 14:23:47,24.1877,102.817,60.67,96,100,3.18
411,Taltal,CL,2022-09-10 14:23:47,-25.4,-70.4833,59.56,66,1,5.61
412,Belyy Yar,RU,2022-09-10 14:23:48,53.6039,91.3903,57.09,51,0,4.47
413,Lingao,CN,2022-09-10 14:24:48,19.9103,109.6859,79.56,81,43,9.57
414,Saint Anthony,US,2022-09-10 14:24:49,45.0205,-93.218,60.78,94,75,4.61
415,Tessalit,ML,2022-09-10 14:24:50,20.1986,1.0114,102.47,14,7,5.82
416,Aleksandriyskaya,RU,2022-09-10 14:24:50,44.2272,43.3453,74.03,28,7,15.23
417,Vadso,NO,2022-09-10 14:24:51,70.0744,29.7487,52.68,71,40,18.41
418,Lakatoro,VU,2022-09-10 14:24:51,-16.0999,167.4164,78.12,80,6,10.51
419,Ranong,TH,2022-09-10 14:24:52,9.9658,98.6348,79.12,84,100,7.4
420,Killybegs,IE,2022-09-10 14:24:52,54.6333,-8.45,65.91,64,39,3.31
421,Baoro,CF,2022-09-10 14:24:53,5.6667,15.9667,73.9,90,100,3.78
422,Jacareacanga,BR,2022-09-10 14:24:54,-6.2222,-57.7528,95.04,32,32,4.7
423,Ullapool,GB,2022-09-10 14:24:54,57.8987,-5.1604,64.35,57,33,4.12
424,Asosa,ET,2022-09-10 14:24:54,10.0667,34.5333,66.78,92,99,3.85
425,Neuquen,AR,2022-09-10 14:24:55,-38.9516,-68.0591,51.69,46,0,3.44
426,Chisinau,MD,2022-09-10 14:22:25,47.0056,28.8575,66.63,88,40,9.22
427,Axim,GH,2022-09-10 14:24:56,4.8699,-2.2405,79.25,76,39,12.73
428,Dubti,ET,2022-09-10 14:24:56,11.7361,41.0853,99.5,25,100,3.0
429,Berlevag,NO,2022-09-10 14:24:57,70.8578,29.0864,49.8,81,100,24.16
430,Meadville,US,2022-09-10 14:24:58,41.6414,-80.1515,73.58,75,0,4.61
431,Podosinovets,RU,2022-09-10 14:24:58,60.2776,47.0659,49.78,84,100,4.83
432,Atar,MR,2022-09-10 14:24:59,20.5169,-13.0499,107.46,13,73,16.17
433,Mormugao,IN,2022-09-10 14:25:00,15.4,73.8,78.78,88,100,15.48
434,Half Moon Bay,US,2022-09-10 14:23:04,37.4636,-122.4286,65.03,88,100,6.91
435,Rapid Valley,US,2022-09-10 14:25:00,44.0625,-103.1463,56.37,70,0,6.91
436,Richards Bay,ZA,2022-09-10 14:25:01,-28.783,32.0377,79.11,59,0,12.08
437,Kavieng,PG,2022-09-10 14:25:02,-2.5744,150.7967,81.81,74,81,14.41
438,Poum,NC,2022-09-10 14:25:02,-20.2333,164.0167,75.34,87,1,12.41
439,San Jeronimo,PE,2022-09-10 14:25:03,-11.9472,-75.2829,55.42,49,8,2.08
440,Clifton Springs,AU,2022-09-10 14:25:03,-38.15,144.5667,52.68,87,40,10.36
441,Astoria,US,2022-09-10 14:22:15,46.1879,-123.8313,74.43,52,0,11.5
442,Kingsport,US,2022-09-10 14:23:13,36.5484,-82.5618,67.12,89,100,4.61
443,Chicama,PE,2022-09-10 14:25:05,-7.8447,-79.1469,59.54,74,83,5.86
444,Hof,DE,2022-09-10 14:25:06,50.3167,11.9167,64.49,87,75,11.01
445,Lake Havasu City,US,2022-09-10 14:21:42,34.4839,-114.3224,81.23,64,0,8.05
446,Yining,CN,2022-09-10 14:25:06,29.0361,114.5636,74.5,66,56,2.44
447,Madinat Sittah Uktubar,EG,2022-09-10 14:25:07,29.8167,31.05,91.0,16,0,12.82
448,Kondinskoye,RU,2022-09-10 14:22:09,59.6481,67.41,45.91,79,99,5.75
449,Kotelnikovo,RU,2022-09-10 14:25:08,47.6317,43.1461,64.71,25,86,8.86
450,Liancheng,CN,2022-09-10 14:25:08,24.0519,105.075,65.43,94,100,1.21
451,Minden,DE,2022-09-10 14:25:09,52.2833,8.9167,67.98,81,97,5.17
452,Solnechnyy,RU,2022-09-10 14:25:10,50.7214,136.6319,58.14,88,30,5.01
453,Zomba,MW,2022-09-10 14:25:11,-15.386,35.3188,83.1,23,2,6.11
454,Fairbanks,US,2022-09-10 14:25:11,64.8378,-147.7164,43.3,93,100,6.91
455,Limbang,MY,2022-09-10 14:25:12,4.75,115.0,80.71,96,100,2.68
456,Adrar,MR,2022-09-10 14:25:13,20.5022,-10.0711,106.21,10,18,6.82
457,Kontagora,NG,2022-09-10 14:25:13,10.3999,5.4695,74.61,93,100,4.03
458,Lejanias,CO,2022-09-10 14:26:14,3.5251,-74.0216,76.53,68,99,1.79
459,Srandakan,ID,2022-09-10 14:26:14,-7.9386,110.2506,76.32,91,100,6.98
460,Carmelo,UY,2022-09-10 14:26:15,-33.9892,-58.2856,54.5,38,0,5.95
461,Parabel,RU,2022-09-10 14:26:16,58.6978,81.4825,44.02,93,39,4.76
462,Deputatskiy,RU,2022-09-10 14:26:17,69.3,139.9,37.76,97,100,2.37
463,Liliani,PK,2022-09-10 14:26:17,32.2065,72.9537,90.72,54,7,10.58
464,Kimbe,PG,2022-09-10 14:26:18,-5.5502,150.1429,74.75,92,14,4.09
465,Anniston,US,2022-09-10 14:23:25,33.6598,-85.8316,71.35,94,100,5.75
466,Khandyga,RU,2022-09-10 14:26:19,62.6667,135.6,36.72,95,95,6.67
467,Kjollefjord,NO,2022-09-10 14:26:19,70.9457,27.3465,48.25,87,75,16.11
468,Portalegre,PT,2022-09-10 14:26:20,39.2938,-7.4312,91.13,23,0,7.25
469,Kolpashevo,RU,2022-09-10 14:26:20,58.3131,82.9089,43.63,92,43,2.8
470,Ayagoz,KZ,2022-09-10 14:26:21,47.9714,80.4392,61.12,17,9,8.05
471,Brae,GB,2022-09-10 14:26:21,60.3964,-1.353,55.96,70,25,5.79
472,Turka,UA,2022-09-10 14:26:21,49.1541,23.0297,57.99,90,100,5.06
473,Whitehorse,CA,2022-09-10 14:24:21,60.7161,-135.0538,41.77,70,20,11.5
474,Boende,CD,2022-09-10 14:26:22,-0.2167,20.8667,82.71,64,100,1.77
475,Grootfontein,NA,2022-09-10 14:26:23,-19.5667,18.1167,88.81,7,0,14.18
476,Lerwick,GB,2022-09-10 14:26:23,60.1545,-1.1494,55.4,69,33,1.7
477,Jibuti,DJ,2022-09-10 14:26:24,11.5,42.5,95.23,26,100,4.07
478,Soyo,AO,2022-09-10 14:26:25,-6.1349,12.3689,76.91,78,57,10.8
479,Uvira,CD,2022-09-10 14:26:25,-3.4067,29.1458,81.52,60,35,12.17
480,Nurota,UZ,2022-09-10 14:26:26,40.5614,65.6886,81.64,24,0,8.9
481,Imeni Poliny Osipenko,RU,2022-09-10 14:26:27,52.4201,136.4853,58.23,95,8,11.39
482,Reinosa,ES,2022-09-10 14:26:27,42.9996,-4.138,70.47,26,4,3.49
483,Sainte-Suzanne,RE,2022-09-10 14:26:28,-20.9061,55.6089,75.42,74,42,16.11
484,High Prairie,CA,2022-09-10 14:26:07,55.4334,-116.4858,46.65,66,3,7.18
485,Sainte-Maxime,FR,2022-09-10 14:26:29,43.3,6.6333,87.19,26,79,19.6
486,La Trinidad,PH,2022-09-10 14:26:29,16.455,120.5875,62.83,95,99,0.54
487,Koumra,TD,2022-09-10 14:26:30,8.9126,17.5539,75.94,83,100,4.21
488,Blythe,US,2022-09-10 14:26:30,33.6103,-114.5964,81.05,65,0,0.0
489,Jawhar,SO,2022-09-10 14:26:30,2.7809,45.5005,84.43,56,74,23.47
490,Grindavik,IS,2022-09-10 14:26:31,63.8424,-22.4338,58.95,88,75,2.3
491,Hovd,MN,2022-09-10 14:26:32,48.0056,91.6419,61.86,38,1,3.87
492,Berezovka,BY,2022-09-10 14:26:32,53.7214,25.4993,49.53,82,100,10.92
493,Qom,IR,2022-09-10 14:24:36,34.6401,50.8764,93.38,12,0,11.34
494,San Buenaventura,MX,2022-09-10 14:26:33,27.0833,-101.5333,81.48,64,18,3.02
495,Kruisfontein,ZA,2022-09-10 14:26:34,-34.0033,24.7314,61.88,66,84,12.71
496,Mehran,IR,2022-09-10 14:26:34,33.1222,46.1646,107.69,9,0,17.81
497,Xai-Xai,MZ,2022-09-10 14:26:35,-25.0519,33.6442,85.08,39,0,8.97
498,Zhezkazgan,KZ,2022-09-10 14:26:36,47.8043,67.7144,64.38,32,75,4.47
499,Araouane,ML,2022-09-10 14:26:36,18.9048,-3.5265,101.43,22,33,7.47
500,Tampere,FI,2022-09-10 14:26:37,61.4991,23.7871,66.16,41,75,3.44
501,Rocha,UY,2022-09-10 14:26:37,-34.4833,-54.3333,52.99,57,26,15.7
502,Cidreira,BR,2022-09-10 14:26:38,-30.1811,-50.2056,54.91,52,3,18.12
503,Sibiti,CG,2022-09-10 14:26:39,-3.6819,13.3499,83.82,48,96,5.06
504,Khudumelapye,BW,2022-09-10 14:26:39,-23.8833,24.75,90.03,9,0,3.42
505,Carutapera,BR,2022-09-10 14:26:40,-1.195,-46.02,87.82,57,11,10.13
506,Isangel,VU,2022-09-10 14:27:41,-19.55,169.2667,73.9,87,4,4.68
507,Olinda,BR,2022-09-10 14:27:42,-8.0089,-34.8553,80.33,69,40,10.36
508,Nantucket,US,2022-09-10 14:27:42,41.2835,-70.0995,78.94,57,0,9.22
509,Beloha,MG,2022-09-10 14:27:43,-25.1667,45.05,82.69,33,0,10.87
510,Vrangel,RU,2022-09-10 14:27:46,42.7297,133.0839,61.81,73,100,3.89
511,Mogadishu,SO,2022-09-10 14:25:37,2.0371,45.3438,80.47,74,75,14.97
512,Ngawen,ID,2022-09-10 14:27:48,-7.0032,111.3129,76.91,85,87,0.25
513,Urumqi,CN,2022-09-10 14:27:48,43.801,87.6005,76.15,31,0,4.47
514,Doka,SD,2022-09-10 14:27:49,13.5167,35.7667,82.2,76,100,8.01
515,Lichinga,MZ,2022-09-10 14:27:50,-13.3128,35.2406,74.75,33,72,9.28
516,West Bay,KY,2022-09-10 14:27:50,19.3667,-81.4167,89.01,77,40,5.75
517,Ketchikan,US,2022-09-10 14:27:51,55.3422,-131.6461,51.78,100,0,4.61
518,Xining,CN,2022-09-10 14:27:51,36.6167,101.7667,55.2,64,31,3.2
519,Morgan City,US,2022-09-10 14:27:52,29.6994,-91.2068,77.02,82,5,1.01
520,San Carlos De Bariloche,AR,2022-09-10 14:27:15,-41.1456,-71.3082,42.24,73,8,1.61
521,Savonlinna,FI,2022-09-10 14:27:53,61.8699,28.88,55.45,54,0,5.75
522,Taunggyi,MM,2022-09-10 14:27:53,20.7833,97.0333,65.35,93,100,1.3
523,Namtsy,RU,2022-09-10 14:27:54,62.7161,129.6658,37.15,83,36,7.78
524,Sambava,MG,2022-09-10 14:27:54,-14.2667,50.1667,73.51,72,11,12.73
525,Yasothon,TH,2022-09-10 14:27:55,15.75,104.1333,84.04,85,87,2.98
526,George Town,MY,2022-09-10 14:22:58,5.4112,100.3354,82.35,86,20,3.44
527,Soto La Marina,MX,2022-09-10 14:27:55,23.7667,-98.2167,79.77,79,80,2.15
528,Chapais,CA,2022-09-10 14:27:56,49.7834,-74.8492,69.58,58,6,8.21
529,Queimadas,BR,2022-09-10 14:27:56,-10.9783,-39.6264,84.56,42,44,7.63
530,Mbekenyera,TZ,2022-09-10 14:27:57,-10.0,38.9833,81.5,44,79,11.95
531,Kiama,AU,2022-09-10 14:27:57,-34.6833,150.8667,60.01,91,71,8.57
532,Labuhan,ID,2022-09-10 14:27:57,-6.8844,112.2051,79.7,78,25,3.6
533,Salo,IT,2022-09-10 14:27:58,45.6086,10.531,82.33,51,5,2.21
534,Ust-Kut,RU,2022-09-10 14:27:58,56.7938,105.7672,44.8,81,100,2.73
535,Palana,RU,2022-09-10 14:27:59,59.1167,159.9667,45.86,96,100,7.99
536,Miles City,US,2022-09-10 14:28:00,46.4083,-105.8406,43.77,100,20,5.75
537,Amahai,ID,2022-09-10 14:28:00,-3.3333,128.9167,77.7,86,100,2.59
538,Umm Kaddadah,SD,2022-09-10 14:28:00,13.6017,26.6876,96.78,26,86,3.62
539,Albemarle,US,2022-09-10 14:23:56,35.3501,-80.2001,69.48,98,100,11.5
