City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
632,Palasa,IN,79.43,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
633,Xuddur,SO,72.23,scattered clouds,4.1213,43.8894,Banjanay Hotel
635,Wewak,PG,79.39,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
636,Guanica,PR,84.9,light rain,17.9716,-66.908,Copamarina Beach Resort & Spa
640,Qiryat Shemona,IL,75.69,clear sky,33.2073,35.5721,"אכסניית אנ""א תל חי HI Tel Hai Hostel"
641,Ibia,BR,69.26,overcast clouds,-19.4783,-46.5389,Hotel Triângulo
642,U Thong,TH,76.59,light rain,14.3751,99.8923,คงทองทิพย์รีสอร์ท
648,Hasaki,JP,81.0,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
651,San-Pedro,CI,74.79,light rain,4.7485,-6.6363,Hotel Maria
653,Champerico,GT,81.14,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
654,Le Port,RE,69.8,clear sky,-20.9373,55.2919,KORBEY D'OR OUEST
657,Soyo,AO,73.83,broken clouds,-6.1349,12.3689,Hospedaria ndozi'ame
660,Bemidji,US,71.37,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
661,La Libertad,EC,69.46,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
662,Vila Franca Do Campo,PT,72.01,few clouds,37.7167,-25.4333,Pestana Bahia Praia
663,Pa Sang,TH,77.2,overcast clouds,18.5262,98.9394,โรงแรม จามจุรี 99
669,Mayumba,GA,74.41,overcast clouds,-3.432,10.6554,LIKWALE LODGE
670,Requena,ES,66.52,broken clouds,39.4883,-1.1004,Hotel Avenida
674,Voh,NC,77.22,clear sky,-20.9667,164.7,Le gîte du Koniambo
676,Ambilobe,MG,68.13,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
678,Najran,SA,81.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
681,Hambantota,LK,78.85,overcast clouds,6.1241,81.1185,Bungalow 63
684,Yei,SS,65.46,broken clouds,4.095,30.6779,Twins Hotel Yei
688,Dong Hoi,VN,78.55,overcast clouds,17.4833,106.6,Nam Long Hotel
690,Takoradi,GH,75.02,overcast clouds,4.8845,-1.7554,Raybow International Hotel
692,Nevinnomyssk,RU,66.51,scattered clouds,44.6267,41.9453,NevHotel
697,Shache,CN,72.72,overcast clouds,38.4167,77.2406,Delong Hotel
698,Auki,SB,83.68,broken clouds,-8.7676,160.7034,Auki Motel
699,Bintulu,MY,75.61,few clouds,3.1667,113.0333,900 Boutique INN
700,Taitung,TW,75.47,clear sky,22.7583,121.1444,Taitung Bali Suites Hotel
702,Antalaha,MG,66.6,light rain,-14.9003,50.2788,Hotel Vitasoa
706,Khorramshahr,IR,76.96,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
707,Lata,PT,69.93,scattered clouds,40.1629,-8.3327,Casa Maquia
710,Machilipatnam,IN,79.0,overcast clouds,16.1667,81.1333,R&B Bungalow
715,Manadhoo,MV,80.44,scattered clouds,5.7667,73.3833,Bon Abri maldives
716,Carballo,ES,68.76,overcast clouds,43.213,-8.691,Pazo do Souto
