City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
571,Bom Despacho,BR,65.97,broken clouds,-19.7364,-45.2522,Sitio Sensation
572,Conceicao Da Barra,BR,65.53,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
573,Bandrele,YT,74.95,clear sky,-12.9067,45.1914,Les Baobabs
574,Kimbe,PG,80.91,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
580,Brindisi,IT,68.36,broken clouds,40.5833,17.6667,Agriturismo Tibitone
581,Mitsamiouli,KM,75.76,scattered clouds,-11.3847,43.2844,Foyer ADM
582,Roma,US,75.72,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
584,Baculin,PH,78.71,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
586,Kulhudhuffushi,MV,79.95,scattered clouds,6.6221,73.07,Haajy Guest House 1
587,Touros,BR,77.04,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
588,Morgan City,US,84.0,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
589,Manthani,IN,74.64,overcast clouds,18.65,79.6667,"Sri Sai bike Paint,manthani"
591,Luau,AO,75.09,broken clouds,-10.7073,22.2247,Kimbo Hotel
592,Kota Tinggi,MY,78.84,overcast clouds,1.7381,103.8999,Canopy Tribe
593,Semnan,IR,73.24,clear sky,35.5729,53.3971,Semnan Tourist Hotel
596,Anapskaya,RU,71.83,clear sky,44.89,37.38,Continent Hotel
597,Bac Lieu,VN,78.1,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
598,Port-Gentil,GA,78.76,overcast clouds,-0.7193,8.7815,Fengshui Residence
599,Phalaborwa,ZA,73.4,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
601,Charters Towers,AU,72.54,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
604,Muisne,EC,76.05,overcast clouds,0.6,-80.0333,Quinta Samay
605,Dwarka,IN,80.22,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
607,Isangel,VU,80.71,few clouds,-19.55,169.2667,Tanna Lodge
608,Korla,CN,68.63,overcast clouds,41.7597,86.1469,Gulisitan Hotel
609,Emet,TR,69.26,clear sky,39.343,29.2585,Emet Thermal Resort Spa
611,Eureka,US,69.75,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
616,Praia Da Vitoria,PT,75.45,broken clouds,38.7333,-27.0667,Hotel Branco I
619,Richards Bay,ZA,66.04,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
622,Mogadouro,PT,69.26,overcast clouds,41.3403,-6.7119,Pensão Russo
624,Tamandare,BR,74.28,few clouds,-8.7597,-35.1047,Pousada 100 Passos
627,Bitung,ID,72.45,overcast clouds,1.4451,125.1824,K2 Lembeh
630,Marrakesh,MA,75.27,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
631,Itaituba,BR,81.45,overcast clouds,-4.2761,-55.9836,Hotel Campos
